 -6.52894e-17 7.00901e-17 6.49862e-17
 -6.89278e-17 7.292e-17 8.30772e-17
 -9.3285e-17 8.68167e-17 7.80239e-17
 -5.67998e-17 5.93517e-17 8.83833e-17
 -8.00452e-17 8.87875e-17 8.85854e-17
 -7.74175e-17 7.80744e-17 9.24765e-17
 -8.30772e-17 7.64573e-17 6.63506e-17
 -8.91413e-17 3.84561e-17 7.40822e-17
 -8.429e-17 7.91103e-17 6.37229e-17
 -5.77094e-17 3.51208e-17 9.55085e-17
 -8.29762e-17 5.81136e-17 5.25044e-17
 -8.94445e-17 9.21227e-17 7.09997e-17
 -7.20609e-17 6.68812e-17 6.1651e-17
 -8.92423e-17 6.28133e-17 8.25214e-17
 -7.09492e-17 6.26111e-17 5.90232e-17
 -9.0253e-17 5.03315e-17 5.59407e-17
 -6.78161e-17 3.76223e-17 6.8372e-17
 -7.44865e-17 7.48908e-17 7.01912e-17
 -8.62103e-17 3.61315e-17 1.03089e-16
 -8.02473e-17 4.17407e-17 8.5806e-17
 -6.05392e-17 5.7861e-17 6.25101e-17
 -6.81193e-17 1.94554e-17 6.13478e-17
 -8.88381e-17 6.02866e-17 6.53399e-17
 -1.17137e-16 4.80069e-17 9.51548e-17
 -6.60979e-17 4.42674e-17 7.75691e-17
 -8.17634e-17 4.28525e-17 9.85405e-17
 -9.9349e-17 7.13029e-17 5.02304e-17
 -7.94388e-17 2.99664e-17 9.12131e-17
 -7.24652e-17 4.77542e-17 6.0236e-17
 -7.99441e-17 2.12241e-17 9.07583e-17
 -8.02473e-17 2.41551e-17 1.08748e-16
 -9.6317e-17 2.44077e-17 9.24259e-17
 -8.33804e-17 4.97251e-17 1.24616e-16
 -8.89391e-17 6.07919e-17 7.27684e-17
 -9.14658e-17 5.57386e-17 1.02027e-16
 -1.02482e-16 6.86246e-17 1.25273e-16
 -1.01471e-16 3.08255e-17 8.91413e-17
 -5.27571e-17 6.17015e-17 1.08091e-16
 -9.0253e-17 3.85066e-17 9.41441e-17
 -7.99441e-17 5.2656e-17 8.12075e-17
 -8.2673e-17 3.73443e-17 9.31334e-17
 -8.08537e-17 5.3414e-17 1.00158e-16
 -8.37847e-17 6.56431e-17 8.43406e-17
 -7.17577e-17 2.32455e-17 6.62495e-17
 -8.71199e-17 3.82539e-17 8.2016e-17
 -8.03484e-17 3.80013e-17 9.81868e-17
 -7.2162e-17 1.65245e-17 8.63619e-17
 -9.38914e-17 3.58789e-17 6.88268e-17
 -6.19542e-17 3.36048e-17 9.60138e-17
 -1.07839e-16 2.23358e-17 6.94332e-17
 -1.03695e-16 3.94162e-17 1.09961e-16
 -9.7732e-17 2.79956e-17 7.12524e-17
 -1.06424e-16 4.15891e-17 7.671e-17
 -9.07583e-17 3.12298e-17 1.08647e-16
 -1.04301e-16 5.52332e-17 8.48964e-17
 -7.62047e-17 3.98205e-17 7.87313e-17
 -8.90402e-17 3.43628e-18 4.75016e-17
 -1.08041e-16 3.82539e-17 4.5076e-17
 -9.98544e-17 2.39529e-17 5.91243e-17
 -1.03998e-16 3.84561e-17 5.30603e-17
 -1.02482e-16 2.11736e-17 6.21058e-17
 -1.05615e-16 2.20326e-17 7.73669e-17
 -8.429e-17 -1.1269e-17 5.61934e-17
 -8.05505e-17 4.65414e-17 7.67605e-17
 -6.48851e-17 1.01573e-17 7.26673e-17
 -9.95512e-17 3.87593e-17 4.85122e-17
 -8.13591e-17 4.7451e-17 6.43293e-17
 -9.21733e-17 4.43685e-17 6.9231e-17
 -9.35882e-17 6.59463e-17 5.2656e-17
 -1.08445e-16 6.87257e-18 4.61877e-17
 -8.35826e-17 1.0511e-17 7.76196e-17
 -7.41833e-17 6.54915e-17 8.47448e-17
 -8.18644e-17 4.13365e-17 1.03341e-16
