0.1,1.9
0.118995,1.89891
0.137978,1.89763
0.156947,1.89616
0.1759,1.8945
0.194836,1.89266
0.213753,1.89063
0.232648,1.88841
0.25152,1.88602
0.270368,1.88344
0.289188,1.88068
0.307981,1.87773
0.326742,1.87461
0.345472,1.87132
0.364168,1.86784
0.382829,1.86419
0.401452,1.86037
0.420035,1.85638
0.438579,1.85222
0.457079,1.84789
0.475536,1.84339
0.493946,1.83873
0.51231,1.83391
0.530624,1.82893
0.548888,1.82379
0.567099,1.81849
0.585257,1.81305
0.60336,1.80745
0.621406,1.8017
0.639393,1.7958
0.657321,1.78976
0.675188,1.78358
0.692992,1.77726
0.710733,1.77081
0.728408,1.76422
0.746017,1.7575
0.763558,1.75064
0.781029,1.74367
0.798431,1.73657
0.81576,1.72934
0.833017,1.722
0.8502,1.71454
0.867308,1.70697
0.884339,1.69929
0.901293,1.69151
0.918169,1.68361
0.934965,1.67562
0.951681,1.66752
0.968315,1.65933
0.984867,1.65104
1.00134,1.64267
1.01772,1.6342
1.03402,1.62565
1.05023,1.61701
1.06636,1.6083
1.0824,1.59951
1.09835,1.59064
1.11421,1.5817
1.12998,1.57269
1.14566,1.56361
1.16125,1.55447
1.17675,1.54527
1.19216,1.536
1.20747,1.52668
1.22269,1.51731
1.23782,1.50788
1.25285,1.49841
1.26779,1.48889
1.28263,1.47932
1.29737,1.46971
1.31202,1.46006
1.32658,1.45038
1.34103,1.44066
1.35539,1.43091
1.36965,1.42112
1.38381,1.41131
1.39787,1.40147
1.41184,1.39161
1.42571,1.38172
1.43947,1.37182
1.45314,1.3619
1.46671,1.35196
1.48018,1.34201
1.49355,1.33204
1.50682,1.32207
1.51999,1.31208
1.53306,1.30209
1.54604,1.2921
1.55891,1.2821
1.57168,1.2721
1.58435,1.2621
1.59692,1.2521
1.60939,1.24211
1.62176,1.23212
1.63403,1.22213
1.6462,1.21216
1.65828,1.20219
1.67025,1.19223
1.68212,1.18229
1.69389,1.17236
1.70557,1.16244
1.71714,1.15254
1.72862,1.14266
1.74,1.13279
1.75127,1.12294
1.76245,1.11311
1.77354,1.10331
1.78452,1.09352
1.79541,1.08376
1.8062,1.07403
1.81689,1.06432
1.82748,1.05463
1.83798,1.04497
1.84838,1.03534
1.85869,1.02574
1.8689,1.01616
1.87901,1.00662
1.88903,0.997106
1.89895,0.987624
1.90878,0.978173
1.91852,0.968756
1.92816,0.959371
1.9377,0.950019
1.94716,0.940702
1.95652,0.931419
1.96579,0.922171
1.97496,0.912959
1.98405,0.903783
1.99304,0.894643
2.00194,0.88554
2.01075,0.876473
2.01947,0.867444
2.0281,0.858453
2.03664,0.849499
2.04509,0.840584
2.05345,0.831707
2.06172,0.822868
2.06991,0.814069
2.078,0.805308
2.08601,0.796587
2.09394,0.787905
2.10177,0.779262
2.10952,0.770658
2.11718,0.762094
2.12476,0.75357
2.13226,0.745085
2.13966,0.73664
2.14699,0.728235
2.15423,0.719869
2.16139,0.711543
2.16846,0.703257
2.17545,0.69501
2.18236,0.686803
2.18919,0.678635
2.19593,0.670507
2.2026,0.662417
2.20918,0.654367
2.21569,0.646356
2.22211,0.638384
2.22845,0.63045
2.23472,0.622555
2.24091,0.614699
2.24701,0.60688
2.25304,0.599099
2.259,0.591357
2.26487,0.583651
2.27067,0.575984
2.27639,0.568353
2.28204,0.560759
2.28761,0.553202
2.2931,0.545681
2.29852,0.538196
2.30386,0.530747
2.30913,0.523333
2.31433,0.515955
2.31945,0.508611
2.3245,0.501302
2.32948,0.494028
2.33438,0.486787
2.33922,0.47958
2.34398,0.472407
2.34866,0.465266
2.35328,0.458158
2.35783,0.451083
2.3623,0.444039
2.36671,0.437027
2.37104,0.430046
2.37531,0.423096
2.3795,0.416177
2.38363,0.409288
2.38769,0.402428
2.39168,0.395598
2.3956,0.388796
2.39946,0.382023
2.40324,0.375279
2.40696,0.368562
2.41061,0.361872
2.4142,0.35521
2.41772,0.348573
2.42117,0.341964
2.42456,0.335379
2.42788,0.32882
2.43113,0.322286
2.43433,0.315776
2.43745,0.309291
2.44051,0.302829
2.44351,0.29639
2.44644,0.289973
2.44931,0.283579
2.45211,0.277207
2.45485,0.270856
2.45753,0.264526
2.46014,0.258217
2.46269,0.251928
2.46518,0.245658
2.46761,0.239408
2.46997,0.233176
2.47227,0.226962
2.47451,0.220766
2.47668,0.214588
2.4788,0.208426
2.48085,0.202281
2.48285,0.196152
2.48478,0.190039
2.48665,0.18394
2.48845,0.177856
2.4902,0.171786
2.49189,0.16573
2.49352,0.159687
2.49508,0.153657
2.49659,0.147639
2.49804,0.141632
2.49942,0.135637
2.50075,0.129653
2.50202,0.12368
2.50322,0.117716
2.50437,0.111762
2.50546,0.105817
2.50649,0.0998798
2.50746,0.0939511
2.50837,0.08803
2.50922,0.0821159
2.51001,0.0762085
2.51074,0.0703072
2.51141,0.0644116
2.51203,0.0585212
2.51259,0.0526355
2.51308,0.0467541
2.51352,0.0408765
2.5139,0.0350022
2.51422,0.0291307
2.51448,0.0232615
2.51469,0.0173943
2.51483,0.0115284
2.51492,0.00566353
2.51494,-0.000200915
2.51491,-0.00606538
2.51482,-0.0119303
2.51467,-0.0177963
2.51447,-0.0236636
2.5142,-0.0295329
2.51388,-0.0354046
2.51349,-0.0412791
2.51305,-0.047157
2.51255,-0.0530387
2.51199,-0.0589246
2.51137,-0.0648154
2.51069,-0.0707114
2.50996,-0.0766131
2.50916,-0.0825209
2.50831,-0.0884355
2.50739,-0.0943571
2.50642,-0.100286
2.50539,-0.106224
2.50429,-0.11217
2.50314,-0.118124
2.50193,-0.124089
2.50066,-0.130063
2.49933,-0.136048
2.49794,-0.142044
2.49649,-0.148051
2.49498,-0.154069
2.49341,-0.160101
2.49178,-0.166144
2.49009,-0.172202
2.48833,-0.178272
2.48652,-0.184357
2.48465,-0.190457
2.48271,-0.196572
2.48071,-0.202702
2.47866,-0.208848
2.47654,-0.215011
2.47436,-0.22119
2.47211,-0.227387
2.46981,-0.233602
2.46744,-0.239835
2.46501,-0.246087
2.46252,-0.252358
2.45996,-0.258649
2.45735,-0.26496
2.45467,-0.271291
2.45192,-0.277643
2.44911,-0.284017
2.44624,-0.290412
2.4433,-0.29683
2.4403,-0.303271
2.43724,-0.309734
2.43411,-0.316222
2.43091,-0.322733
2.42765,-0.329269
2.42433,-0.33583
2.42094,-0.342416
2.41748,-0.349027
2.41396,-0.355665
2.41037,-0.36233
2.40671,-0.369021
2.40299,-0.37574
2.3992,-0.382487
2.39534,-0.389261
2.39141,-0.396065
2.38741,-0.402897
2.38335,-0.409759
2.37922,-0.41665
2.37502,-0.423572
2.37075,-0.430524
2.36641,-0.437507
2.362,-0.444521
2.35752,-0.451567
2.35297,-0.458644
2.34834,-0.465755
2.34365,-0.472897
2.33889,-0.480073
2.33405,-0.487282
2.32914,-0.494525
2.32416,-0.501802
2.3191,-0.509113
2.31398,-0.516459
2.30878,-0.52384
2.3035,-0.531256
2.29815,-0.538707
2.29273,-0.546195
2.28723,-0.553718
2.28165,-0.561278
2.276,-0.568874
2.27027,-0.576508
2.26447,-0.584178
2.25859,-0.591886
2.25263,-0.599631
2.2466,-0.607414
2.24048,-0.615236
2.23429,-0.623095
2.22802,-0.630993
2.22167,-0.638929
2.21524,-0.646904
2.20873,-0.654918
2.20214,-0.66297
2.19547,-0.671062
2.18872,-0.679194
2.18189,-0.687364
2.17498,-0.695574
2.16798,-0.703824
