0.814829 0.666124 0.449309
-0.809137 0.657008 0.437475
0.803557 0.648154 0.426189
0.797788 0.63904 0.414668
-0.791532 0.629276 0.40259
0.785346 0.619679 0.390867
0.778932 0.609835 0.37905
0.772124 0.59951 0.366926
-0.765344 0.589294 0.355092
-0.758546 0.579147 0.343549
-0.750956 0.567944 0.331022
0.742917 0.556258 0.318328
0.388781 0.544522 0.305878
0.0107813 0.532745 0.293541
0.0378743 0.519895 0.28063
-0.041495 0.507506 0.268469
0.0428059 0.495658 0.256888
-0.0900188 0.480398 0.242881
0.0175156 0.467247 0.230978
-0.0152921 0.452184 0.217779
-0.041882 0.438044 0.205982
0.0225821 0.420997 0.192248
0.0544531 0.405968 0.180467
0.105881 0.388699 0.16765
0.0124183 0.370443 0.154794
0.0310287 0.35088 0.141596
0.0365078 0.33566 0.131447
-0.00327509 0.31703 0.119875
-0.0097222 0.299006 0.109243
0.0118713 0.280318 0.0985877
-0.0179934 0.262635 0.0889337
0.0163658 0.24364 0.0790861
0.00239523 0.226415 0.0704985
-0.00728631 0.209122 0.0622936
0.00661958 0.193257 0.0551433
0.0153405 0.179145 0.0489747
0.00269517 0.165519 0.0431986
0.00661207 0.151899 0.0378413
-0.00123949 0.141982 0.0340084
0.0039245 0.130268 0.029638
-0.00653374 0.119007 0.0257233
0.000167199 0.111164 0.023131
0.000755035 0.102692 0.0202616
-0.000589148 0.0949726 0.01795
0.00251314 0.0887003 0.016069
-0.00232577 0.0831245 0.0143802
