0.814904 0.665593
0.809282 0.656553
0.803548 0.6474
0.797812 0.638306
0.791707 0.628718
0.785563 0.619143
0.779048 0.609087
0.772203 0.598631
0.765388 0.588269
0.758127 0.57739
0.750932 0.566694
0.7431 0.555211
0.735218 0.543767
0.72669 0.531543
0.717831 0.519074
0.709234 0.507084
0.699038 0.493164
0.68812 0.47854
0.67885 0.466253
0.667369 0.45145
0.655108 0.43595
0.643533 0.421556
0.628644 0.404027
0.614753 0.387874
0.598255 0.369276
0.58266 0.352396
0.562419 0.331332
0.54397 0.31299
0.523232 0.292812
0.501962 0.273232
0.478857 0.252691
0.455851 0.232882
0.433115 0.213857
0.410972 0.196146
0.387417 0.177932
0.364895 0.161207
0.345858 0.147363
0.324693 0.132853
0.303556 0.118797
0.287448 0.10844
0.27061 0.0977633
0.258305 0.0901817
0.245188 0.0824887
0.232287 0.0750545
0.221147 0.0688546
0.212039 0.0638423
