-2.13268 4.56848
-2.11171 4.48007
-2.09059 4.39191
-2.06946 4.30467
-2.04758 4.21523
-2.02571 4.12681
-2.00306 4.03633
-1.97963 3.94382
-1.9563 3.85254
-1.93208 3.75919
-1.90839 3.66891
-1.88335 3.57487
-1.85823 3.48172
-1.83186 3.38521
-1.80513 3.28921
-1.77937 3.19755
-1.75006 3.09544
-1.71981 2.99178
-1.6939 2.90425
-1.66349 2.80339
-1.63199 2.70088
-1.60247 2.6063
-1.56802 2.4994
-1.53592 2.40114
-1.49959 2.29236
-1.46675 2.19675
-1.42694 2.08334
-1.39202 1.98599
-1.35384 1.88195
-1.31716 1.78479
-1.2788 1.68538
-1.24197 1.592
-1.20607 1.50286
-1.17259 1.42156
-1.13797 1.33945
-1.10615 1.2658
-1.07835 1.20249
-1.05041 1.14054
-1.02251 1.07972
-1.00064 1.03325
-0.978513 0.986658
-0.961008 0.950793
-0.943281 0.915107
-0.926277 0.881405
-0.911289 0.852277
-0.897698 0.826276
