-0.814904 0.665593 0.446967
-0.809282 0.656553 0.43519
-0.803548 0.6474 0.423425
-0.797812 0.638306 0.411899
0.791707 0.628718 0.399955
-0.785563 0.619143 0.388201
-0.779048 0.609087 0.376076
-0.772203 0.598631 0.363717
-0.765388 0.588269 0.351584
-0.758127 0.57739 0.339179
-0.750932 0.566694 0.327167
-0.7431 0.555211 0.314599
0.735218 0.543767 0.302299
-0.72669 0.531543 0.289451
-0.717831 0.519074 0.276767
0.515503 0.507084 0.264757
0.0656597 0.493164 0.251308
0.534623 0.47854 0.237632
-0.0798733 0.466253 0.226365
-0.23712 0.45145 0.213351
-0.0223227 0.43595 0.200154
0.110739 0.421556 0.188219
0.0164583 0.404027 0.174747
-0.047413 0.387874 0.162602
-0.0908675 0.369276 0.149226
0.00208741 0.352396 0.137823
0.0177325 0.331332 0.124317
-0.0253944 0.31299 0.113109
0.0324209 0.292812 0.101353
0.000795538 0.273232 0.0907456
0.0301838 0.252691 0.0801817
0.0115443 0.232882 0.0704748
-0.00714448 0.213857 0.0615424
-0.00576959 0.196146 0.0537255
0.0187375 0.177932 0.0461121
0.00554867 0.161207 0.0395761
0.00256726 0.147363 0.0342781
0.00386397 0.132853 0.0292574
-0.00671471 0.118797 0.0245447
0.00556352 0.10844 0.0212454
-0.000430561 0.0977633 0.0179636
0.00523858 0.0901817 0.0157508
0.000356007 0.0824887 0.0136464
-4.60425e-05 0.0750545 0.0116946
-0.000995272 0.0688546 0.0101458
0.00677884 0.0638423 0.00892926
