0.814592 0.666838 0
-0.808991 0.657936 0
0.803502 0.649296 0
-0.199954 0.639614 0
0.243962 0.631039 0
0.785257 0.621081 0
0.778733 0.611131 0
-0.52097 0.600916 0
0.508658 0.590493 0
-0.0221323 0.579168 0
0.0462387 0.568615 0
-0.0405116 0.557605 0
-0.0427638 0.545787 0
-0.141918 0.53363 0
-0.113889 0.5214 0
0.113318 0.5092 0
-0.125176 0.49489 0
0.0531773 0.482208 0
0.0606382 0.467605 0
-0.0758758 0.453208 0
-0.0204607 0.437648 0
0.00221762 0.423639 0
-0.0325796 0.408192 0
0.0350626 0.392197 0
0.0382543 0.37416 0
0.0051078 0.358721 0
-0.0238188 0.341661 0
0.00134671 0.325299 0
-0.00643898 0.308214 0
0.00669885 0.292111 0
0.00355431 0.276975 0
0.00620535 0.257992 0
-0.00451442 0.244869 0
0.0103205 0.230335 0
-0.00771289 0.215938 0
-0.00114162 0.202853 0
0.00501476 0.190008 0
-0.0100453 0.179342 0
0.00269173 0.167814 0
-0.000702504 0.156807 0
0.000795362 0.147846 0
0.000964843 0.137644 0
-0.00103172 0.13004 0
0.00160957 0.122155 0
-0.000603863 0.115148 0
-0.00420704 0.108606 0
