-2.13254 4.57649
-2.11131 4.48716
-2.09063 4.40129
-2.06954 4.3143
-2.04721 4.22344
-2.02519 4.13473
-2.00284 4.04558
-1.97952 3.95392
-1.95641 3.86393
-1.93353 3.77604
-1.90866 3.68139
-1.88314 3.58605
-1.85748 3.49136
-1.83157 3.39684
-1.80401 3.29839
-1.77739 3.20469
-1.75165 3.11467
-1.72028 3.00803
-1.69247 2.91463
-1.66093 2.81049
-1.63185 2.71686
-1.59768 2.60859
-1.56665 2.51196
-1.53219 2.40745
-1.4965 2.30157
-1.45829 2.19085
-1.42784 2.10331
-1.39149 2.00213
-1.35656 1.90696
-1.3204 1.81024
-1.28569 1.71945
-1.24929 1.62612
-1.21577 1.54193
-1.18207 1.45908
-1.15041 1.38307
-1.12256 1.31702
-1.09508 1.25313
-1.06779 1.19128
-1.04575 1.14217
-1.02177 1.08926
-0.998556 1.03933
-0.980538 1.00162
-0.961656 0.962003
-0.944058 0.926382
-0.928601 0.895538
-0.914882 0.868343
