0.814592 0.666838
0.808991 0.657936
0.803503 0.649296
0.797292 0.639614
0.791754 0.631039
0.785258 0.621081
0.778733 0.611131
0.771902 0.600916
0.764898 0.590493
0.757166 0.579168
0.749844 0.568615
0.742133 0.557605
0.733761 0.545787
0.724975 0.53363
0.715958 0.5214
0.706908 0.5092
0.695952 0.49489
0.686091 0.482208
0.674457 0.467605
0.662578 0.453208
0.64935 0.437648
0.637409 0.423639
0.624121 0.408192
0.609622 0.392197
0.592833 0.37416
0.578105 0.358721
0.561752 0.341661
0.545393 0.325299
0.527693 0.308214
0.510998 0.292111
0.494575 0.276975
0.473514 0.257992
0.458794 0.244869
0.442035 0.230335
0.424886 0.215938
0.408902 0.202853
0.393157 0.190008
0.379583 0.179342
0.364613 0.167814
0.350335 0.156807
0.338185 0.147846
0.324016 0.137644
0.313297 0.13004
0.302114 0.122155
0.291767 0.115148
0.282149 0.108606
