 5 -0.521177
 7 -0.472752
 9 -0.458916
11 -0.455118
13 -0.454108
15 -0.453842
17 -0.453771
19 -0.453749
21 -0.453743
23 -0.453734
25 -0.453730
27 -0.453728
29 -0.453716
